airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,10:05:00,775,1,No Info,14939
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,22:10:00,900,1,No Info,12942
Multiple Carriers,2019-06-03,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,13714
Jet Airways,2019-03-24,Banglore,Delhi,19:55:00,22:35:00,160,0,No Info,8016
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,10:55:00,1075,1,No Info,14151
Vistara,2019-06-09,Kolkata,Banglore,07:10:00,10:45:00,1655,1,No Info,9397
Goair,2019-06-27,Delhi,Cochin,10:35:00,19:35:00,540,1,No Info,3948
Spicejet,2019-04-24,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,3873
Air India,2019-03-21,Delhi,Cochin,17:15:00,19:15:00,1560,2,No Info,8245
Air India,2019-03-01,Banglore,Delhi,08:50:00,09:25:00,1475,2,No Info,25430
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,04:45:00,710,1,No Info,14231
Air Asia,2019-03-18,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,4082
Multiple Carriers,2019-06-24,Delhi,Cochin,15:05:00,01:30:00,625,2,No Info,15965
Spicejet,2019-03-21,Kolkata,Banglore,17:15:00,19:45:00,150,0,No check-in baggage included,3815
Indigo,2019-06-15,Chennai,Kolkata,22:05:00,00:25:00,140,0,No Info,5277
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,08:15:00,665,1,In-flight meal not included,10844
Spicejet,2019-05-12,Kolkata,Banglore,15:55:00,21:25:00,330,1,No Info,8844
Air India,2019-06-21,Chennai,Kolkata,11:40:00,13:55:00,135,0,No Info,4667
Indigo,2019-05-21,Delhi,Cochin,06:50:00,12:10:00,320,1,No Info,5530
Spicejet,2019-04-27,Kolkata,Banglore,09:00:00,11:25:00,145,0,No Info,4174
Indigo,2019-03-03,Mumbai,Hyderabad,21:20:00,22:45:00,85,0,No Info,4784
Goair,2019-03-09,Banglore,Delhi,20:55:00,23:50:00,175,0,No Info,5706
Air India,2019-05-06,Kolkata,Banglore,09:25:00,07:55:00,1350,1,No Info,8366
Indigo,2019-04-03,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,4077
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,04:40:00,450,1,In-flight meal not included,8586
Spicejet,2019-06-27,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,4319
Spicejet,2019-05-27,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,3311
Indigo,2019-06-15,Banglore,Delhi,13:00:00,15:50:00,170,0,No Info,3943
Multiple Carriers,2019-05-15,Delhi,Cochin,15:15:00,01:30:00,615,1,No Info,7670
Jet Airways,2019-06-01,Delhi,Cochin,05:30:00,12:35:00,425,2,In-flight meal not included,13344
Air India,2019-06-03,Banglore,Delhi,10:00:00,12:45:00,165,0,No Info,6961
Indigo,2019-03-27,Delhi,Cochin,11:55:00,21:20:00,565,2,No Info,6494
Indigo,2019-04-09,Kolkata,Banglore,19:20:00,23:45:00,265,1,No Info,3574
Multiple Carriers,2019-03-06,Delhi,Cochin,09:45:00,16:10:00,385,1,No Info,10276
Jet Airways,2019-06-06,Delhi,Cochin,19:15:00,19:00:00,1425,1,No Info,14714
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,19:10:00,1570,1,In-flight meal not included,9314
Indigo,2019-03-09,Chennai,Kolkata,22:05:00,00:25:00,140,0,No Info,6297
Trujet,2019-03-06,Mumbai,Hyderabad,13:05:00,16:20:00,195,1,No Info,4140
Air India,2019-06-18,Delhi,Cochin,14:05:00,17:55:00,230,0,No Info,5201
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,16:20:00,1220,1,In-flight meal not included,10844
Jet Airways,2019-06-27,Delhi,Cochin,18:20:00,19:00:00,1480,2,No Info,14300
Jet Airways,2019-05-21,Delhi,Cochin,10:00:00,12:35:00,1595,1,In-flight meal not included,12898
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,23:35:00,395,1,In-flight meal not included,13469
Multiple Carriers,2019-05-06,Delhi,Cochin,10:20:00,19:00:00,520,1,No Info,9794
Jet Airways,2019-05-09,Delhi,Cochin,15:00:00,04:25:00,805,1,In-flight meal not included,12373
Jet Airways,2019-04-06,Delhi,Cochin,11:30:00,19:00:00,450,1,In-flight meal not included,5177
Multiple Carriers,2019-03-06,Delhi,Cochin,13:55:00,01:35:00,700,1,In-flight meal not included,15136
Indigo,2019-04-24,Delhi,Cochin,02:00:00,07:45:00,345,1,No Info,5241
Vistara,2019-06-27,Banglore,Delhi,21:00:00,23:50:00,170,0,No Info,4878
Jet Airways,2019-06-12,Kolkata,Banglore,17:00:00,09:45:00,1005,1,No Info,12692
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,12:00:00,1025,1,In-flight meal not included,10844
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,09:45:00,800,1,In-flight meal not included,10539
Indigo,2019-05-24,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,No Info,2437
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,22:35:00,365,1,No Info,14781
Multiple Carriers,2019-05-21,Delhi,Cochin,16:00:00,01:30:00,570,1,No Info,14067
Air India,2019-03-21,Banglore,Delhi,08:50:00,23:15:00,865,1,No Info,6824
Multiple Carriers,2019-03-03,Delhi,Cochin,09:45:00,16:10:00,385,1,No Info,11265
Multiple Carriers,2019-06-27,Delhi,Cochin,04:55:00,12:35:00,460,1,No Info,10678
Jet Airways,2019-06-18,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,In-flight meal not included,4995
Indigo,2019-05-01,Kolkata,Banglore,06:20:00,10:20:00,240,1,No Info,4226
Indigo,2019-03-27,Delhi,Cochin,02:05:00,07:25:00,320,1,No Info,4744
Jet Airways,2019-06-03,Delhi,Cochin,14:35:00,12:35:00,1320,2,In-flight meal not included,10919
Vistara,2019-06-06,Kolkata,Banglore,20:20:00,23:25:00,1625,1,No Info,9345
Spicejet,2019-06-27,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,3625
Vistara,2019-03-15,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6111
Spicejet,2019-06-06,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3841
Jet Airways,2019-03-06,Banglore,Delhi,22:50:00,23:00:00,1450,1,No Info,17471
Indigo,2019-05-12,Chennai,Kolkata,14:45:00,17:05:00,140,0,No Info,3858
Air India,2019-05-21,Delhi,Cochin,17:40:00,23:00:00,320,1,No Info,8067
Air India,2019-05-21,Kolkata,Banglore,05:50:00,20:25:00,875,2,No Info,12303
Multiple Carriers,2019-06-03,Delhi,Cochin,06:00:00,12:35:00,395,1,No Info,13259
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,04:45:00,455,1,No Info,13759
Indigo,2019-03-21,Delhi,Cochin,06:40:00,21:20:00,880,2,No Info,6494
Jet Airways,2019-06-18,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No Info,5678
Spicejet,2019-05-18,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,3625
Indigo,2019-05-18,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,4823
Indigo,2019-04-01,Delhi,Cochin,20:25:00,01:30:00,305,1,No Info,5073
Indigo,2019-06-15,Delhi,Cochin,06:50:00,12:10:00,320,1,No Info,5298
Jet Airways,2019-06-01,Delhi,Cochin,02:15:00,12:35:00,620,1,In-flight meal not included,10262
Air India,2019-06-15,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,9929
Air India,2019-06-24,Delhi,Cochin,14:25:00,19:15:00,1730,2,No Info,13381
Indigo,2019-04-27,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,4423
Jet Airways,2019-06-15,Delhi,Cochin,07:05:00,12:35:00,330,1,In-flight meal not included,10262
Air India,2019-03-27,Delhi,Cochin,13:05:00,07:40:00,1115,2,No Info,8875
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,04:25:00,1125,2,In-flight meal not included,10368
Indigo,2019-06-03,Delhi,Cochin,14:25:00,17:40:00,195,0,No Info,6015
Jet Airways,2019-06-15,Delhi,Cochin,02:15:00,12:35:00,620,1,In-flight meal not included,10262
Jet Airways,2019-06-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No Info,8040
Jet Airways,2019-06-06,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,In-flight meal not included,4050
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,23:35:00,1630,1,No Info,12692
Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,04:25:00,1380,2,No Info,11664
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,19:50:00,800,1,No Info,14781
Air India,2019-04-24,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,6121
Air India,2019-03-09,Delhi,Cochin,19:45:00,19:15:00,1410,2,No Info,11701
Vistara,2019-05-12,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,11982
Air India,2019-03-24,Kolkata,Banglore,05:55:00,23:15:00,2480,2,No Info,13990
Jet Airways,2019-04-06,Delhi,Cochin,07:05:00,12:35:00,330,1,In-flight meal not included,5406
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,22:15:00,330,1,No Info,13774
Air India,2019-05-09,Delhi,Cochin,10:00:00,19:15:00,555,1,No Info,8372
Indigo,2019-06-21,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4804
Jet Airways,2019-06-27,Delhi,Cochin,20:00:00,04:25:00,505,2,No Info,16263
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,09:20:00,1495,1,In-flight meal not included,9663
Jet Airways,2019-05-06,Delhi,Cochin,13:00:00,04:25:00,925,1,No Info,15554
Indigo,2019-03-24,Banglore,Delhi,01:30:00,04:15:00,165,0,No Info,4238
Spicejet,2019-06-15,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,No Info,2017
Multiple Carriers,2019-05-27,Delhi,Cochin,03:50:00,19:00:00,910,1,No Info,10197
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,04:40:00,585,1,In-flight meal not included,8586
Indigo,2019-05-21,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No Info,4049
Air Asia,2019-06-01,Delhi,Cochin,20:45:00,07:10:00,625,1,No Info,11410
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,19:00:00,1270,1,No Info,16079
Air India,2019-05-06,Delhi,Cochin,20:40:00,09:25:00,765,1,No Info,7480
Air India,2019-05-18,Delhi,Cochin,17:40:00,08:15:00,875,1,No Info,8361
Air Asia,2019-06-01,Banglore,Delhi,23:55:00,02:45:00,170,0,No Info,7120
Goair,2019-05-12,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,3419
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,19:45:00,1475,2,In-flight meal not included,8882
Indigo,2019-05-18,Delhi,Cochin,15:00:00,01:30:00,630,1,No Info,7503
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,20:20:00,1440,1,No Info,8610
Multiple Carriers,2019-06-09,Delhi,Cochin,11:35:00,21:00:00,565,3,No Info,15629
Air India,2019-03-03,Delhi,Cochin,17:15:00,19:15:00,1560,2,No Info,13442
Multiple Carriers,2019-05-15,Delhi,Cochin,07:10:00,22:30:00,920,1,No Info,6513
Indigo,2019-04-03,Banglore,Delhi,20:00:00,22:50:00,170,0,No Info,4823
Air India,2019-03-03,Banglore,Delhi,19:10:00,10:35:00,925,2,No Info,13355
Air India,2019-05-21,Delhi,Cochin,13:20:00,19:15:00,1795,2,No Info,13276
Indigo,2019-05-15,Kolkata,Banglore,17:35:00,22:15:00,280,1,No Info,5386
Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,21:05:00,1480,1,No Info,14151
Air India,2019-05-09,Delhi,Cochin,05:10:00,08:00:00,170,0,No Info,5201
Indigo,2019-06-03,Delhi,Cochin,08:35:00,16:10:00,455,1,No Info,6442
Indigo,2019-03-01,Banglore,Delhi,21:20:00,00:15:00,175,0,No Info,12649
Spicejet,2019-06-12,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,3873
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,14:25:00,1285,1,In-flight meal not included,9314
Air India,2019-05-27,Delhi,Cochin,12:55:00,19:15:00,1820,2,No Info,12436
Indigo,2019-06-01,Banglore,Delhi,20:00:00,22:50:00,170,0,No Info,4823
Air India,2019-04-01,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No Info,2050
Spicejet,2019-05-15,Kolkata,Banglore,11:15:00,18:30:00,435,1,No Info,8844
Indigo,2019-04-09,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4174
Jet Airways,2019-05-18,Delhi,Cochin,08:00:00,04:25:00,1225,1,In-flight meal not included,12373
Indigo,2019-03-03,Kolkata,Banglore,15:10:00,17:45:00,155,0,No Info,6985
Air India,2019-06-12,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,6961
Multiple Carriers,2019-06-12,Delhi,Cochin,07:05:00,22:30:00,925,1,No Info,9646
Spicejet,2019-04-24,Banglore,Delhi,05:55:00,08:35:00,160,0,No check-in baggage included,3919
Air India,2019-03-24,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,7276
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,14:25:00,1285,1,In-flight meal not included,9314
Multiple Carriers,2019-05-18,Delhi,Cochin,10:00:00,21:00:00,660,1,In-flight meal not included,9275
Air India,2019-03-27,Delhi,Cochin,05:55:00,07:40:00,1545,2,No Info,8971
Indigo,2019-04-09,Delhi,Cochin,18:35:00,01:30:00,415,1,No Info,6573
Vistara,2019-05-24,Kolkata,Banglore,20:20:00,20:20:00,1440,1,No Info,9345
Jet Airways,2019-05-24,Kolkata,Banglore,09:35:00,21:05:00,690,1,No Info,14151
Air India,2019-03-27,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,7199
Jet Airways,2019-05-06,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No Info,5678
Multiple Carriers,2019-06-15,Delhi,Cochin,15:05:00,01:30:00,625,2,No Info,15965
Air India,2019-06-24,Delhi,Cochin,17:15:00,19:15:00,1560,2,No Info,11989
Jet Airways,2019-04-12,Banglore,Delhi,06:00:00,08:45:00,165,0,In-flight meal not included,5198
Jet Airways,2019-06-06,Delhi,Cochin,11:30:00,19:00:00,450,1,In-flight meal not included,10262
Jet Airways,2019-05-09,Delhi,Cochin,19:15:00,19:00:00,1425,1,No Info,15554
Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,12:35:00,330,1,In-flight meal not included,12898
Air India,2019-06-06,Delhi,Cochin,10:55:00,07:40:00,1245,2,No Info,11753
Air India,2019-03-06,Chennai,Kolkata,11:40:00,13:55:00,135,0,No Info,9340
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00:00,1775,2,In-flight meal not included,11150
Indigo,2019-04-27,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4804
Air India,2019-06-27,Delhi,Cochin,12:00:00,19:15:00,435,2,No Info,8603
Indigo,2019-03-01,Banglore,Delhi,18:25:00,21:20:00,175,0,No Info,12649
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,19:15:00,795,1,No Info,8266
Air India,2019-03-09,Banglore,Delhi,21:10:00,23:55:00,165,0,No Info,4966
Indigo,2019-06-01,Delhi,Cochin,07:35:00,12:10:00,275,1,No Info,5054
Jet Airways,2019-06-01,Delhi,Cochin,08:00:00,19:00:00,660,1,No Info,14714
Spicejet,2019-04-18,Kolkata,Banglore,17:10:00,19:40:00,150,0,No Info,4174
Air India,2019-05-06,Kolkata,Banglore,16:45:00,12:00:00,1155,2,No Info,14120
Spicejet,2019-06-27,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Indigo,2019-05-01,Chennai,Kolkata,14:45:00,17:05:00,140,0,No Info,3597
Indigo,2019-06-18,Banglore,Delhi,16:55:00,19:55:00,180,0,No Info,4823
Spicejet,2019-04-01,Banglore,Delhi,21:10:00,00:05:00,175,0,No Info,3625
Air India,2019-03-18,Banglore,Delhi,00:30:00,08:45:00,495,1,No Info,13859
Spicejet,2019-06-09,Kolkata,Banglore,15:55:00,21:25:00,330,1,No Info,9158
Multiple Carriers,2019-03-06,Delhi,Cochin,07:05:00,21:00:00,835,1,No Info,17267
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,12:35:00,1025,2,No Info,15129
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,10:05:00,1655,1,No Info,13941
Spicejet,2019-04-15,Kolkata,Banglore,09:00:00,11:25:00,145,0,No Info,4174
Indigo,2019-05-27,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,3597
Multiple Carriers,2019-06-09,Delhi,Cochin,11:25:00,19:00:00,455,1,No Info,11200
Indigo,2019-05-18,Kolkata,Banglore,21:00:00,02:15:00,315,1,No Info,6534
Multiple Carriers,2019-03-09,Delhi,Cochin,06:50:00,21:00:00,850,1,In-flight meal not included,14086
Air Asia,2019-04-03,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,3807
Indigo,2019-04-24,Delhi,Cochin,05:05:00,12:10:00,425,1,No Info,6171
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,19:00:00,1425,1,In-flight meal not included,10262
Air India,2019-03-03,Delhi,Cochin,05:55:00,19:15:00,2240,2,No Info,13748
Indigo,2019-06-15,Delhi,Cochin,17:30:00,01:30:00,480,1,No Info,5883
Jet Airways,2019-03-12,Banglore,Delhi,18:55:00,10:45:00,950,1,In-flight meal not included,11087
Jet Airways,2019-05-21,Delhi,Cochin,18:15:00,19:00:00,1485,1,No Info,16079
Indigo,2019-06-24,Delhi,Cochin,06:50:00,16:10:00,560,1,No Info,6442
Indigo,2019-06-27,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,4823
Jet Airways,2019-06-09,Kolkata,Banglore,10:20:00,17:35:00,435,1,In-flight meal not included,5608
Vistara,2019-05-18,Kolkata,Banglore,07:10:00,22:40:00,930,1,No Info,9187
Indigo,2019-06-21,Chennai,Kolkata,11:35:00,14:00:00,145,0,No Info,3858
Indigo,2019-06-09,Delhi,Cochin,15:00:00,01:30:00,630,1,No Info,6316
Spicejet,2019-06-06,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No check-in baggage included,2647
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,10:55:00,870,1,No Info,14151
Jet Airways,2019-06-24,Delhi,Cochin,11:45:00,04:25:00,1000,2,No Info,13357
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,22:05:00,750,1,In-flight meal not included,12384
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,12:00:00,1170,1,In-flight meal not included,9663
Jet Airways,2019-03-06,Banglore,Delhi,11:40:00,07:40:00,1200,1,No Info,16736
Indigo,2019-05-09,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Jet Airways,2019-06-06,Delhi,Cochin,21:25:00,19:00:00,1295,2,No Info,13292
Multiple Carriers,2019-05-09,Delhi,Cochin,19:00:00,01:30:00,390,1,No Info,9424
Indigo,2019-05-15,Delhi,Cochin,11:25:00,01:30:00,845,1,No Info,6979
Spicejet,2019-05-09,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,4319
Spicejet,2019-06-09,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No check-in baggage included,1965
Indigo,2019-03-15,Chennai,Kolkata,11:35:00,14:00:00,145,0,No Info,6297
Goair,2019-04-03,Delhi,Cochin,07:25:00,13:35:00,370,1,No Info,4106
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,12:00:00,1145,1,No Info,14231
Jet Airways,2019-05-27,Delhi,Cochin,11:40:00,19:00:00,440,2,In-flight meal not included,19644
Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,04:25:00,655,1,In-flight meal not included,12898
Vistara,2019-03-03,Banglore,Delhi,06:40:00,10:25:00,1665,1,No Info,12476
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,12:00:00,330,1,No Info,14178
Air India,2019-03-24,Kolkata,Banglore,16:45:00,23:15:00,1830,2,No Info,12835
Air Asia,2019-06-03,Delhi,Cochin,07:55:00,22:25:00,870,1,No Info,8759
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,12:35:00,425,2,No Info,14441
Indigo,2019-06-01,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,No Info,2227
Indigo,2019-03-12,Kolkata,Banglore,05:30:00,08:20:00,170,0,No Info,4148
Multiple Carriers,2019-06-27,Delhi,Cochin,06:00:00,19:00:00,780,1,In-flight meal not included,10791
Air India,2019-03-01,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,15676
Spicejet,2019-06-27,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No check-in baggage included,1965
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,12:00:00,1025,1,In-flight meal not included,10844
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,10:55:00,1075,1,No Info,12121
Air India,2019-05-09,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,8372
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,16:20:00,590,1,No Info,13339
Jet Airways,2019-06-15,Delhi,Cochin,09:25:00,04:25:00,1140,2,No Info,13882
Multiple Carriers,2019-03-09,Delhi,Cochin,16:00:00,01:35:00,575,1,In-flight meal not included,14086
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,23:25:00,1015,1,No Info,13339
Jet Airways,2019-05-09,Delhi,Cochin,10:00:00,12:35:00,1595,1,In-flight meal not included,12373
Air India,2019-06-21,Delhi,Cochin,18:05:00,21:10:00,185,0,No Info,5411
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,19:00:00,560,2,In-flight meal not included,10368
Air India,2019-05-15,Delhi,Cochin,05:00:00,07:40:00,1600,2,No Info,11281
Air Asia,2019-03-24,Kolkata,Banglore,07:35:00,22:55:00,920,1,No Info,6785
Jet Airways,2019-06-09,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,8016
Spicejet,2019-05-27,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3257
Indigo,2019-04-09,Banglore,Delhi,07:10:00,10:05:00,175,0,No Info,4823
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,19:00:00,1210,1,No Info,14714
Multiple Carriers,2019-05-27,Delhi,Cochin,11:25:00,19:00:00,455,1,No Info,9103
Jet Airways,2019-06-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No Info,5678
Indigo,2019-05-09,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,8330
Indigo,2019-03-03,Banglore,Delhi,07:10:00,10:05:00,175,0,No Info,7648
Multiple Carriers,2019-05-27,Delhi,Cochin,08:45:00,19:00:00,615,1,No Info,10529
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,23:35:00,425,1,No Info,12681
Indigo,2019-04-03,Kolkata,Banglore,06:15:00,10:30:00,255,1,No Info,4226
Air India,2019-04-01,Kolkata,Banglore,16:50:00,18:30:00,1540,1,No Info,7893
Indigo,2019-03-03,Banglore,Delhi,07:10:00,10:05:00,175,0,No Info,6860
Jet Airways,2019-05-12,Banglore,Delhi,15:15:00,18:10:00,175,0,No Info,7229
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,19:50:00,845,1,In-flight meal not included,10844
Air India,2019-05-01,Kolkata,Banglore,10:00:00,05:25:00,1165,2,No Info,13899
Jet Airways,2019-03-03,Banglore,Delhi,11:40:00,00:45:00,785,1,In-flight meal not included,13502
Jet Airways,2019-05-24,Kolkata,Banglore,09:35:00,14:25:00,1730,1,No Info,12121
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,18:15:00,705,1,No Info,14781
Jet Airways,2019-04-01,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,4544
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,04:40:00,450,1,In-flight meal not included,10844
Jet Airways,2019-06-09,Banglore,Delhi,15:15:00,18:10:00,175,0,No Info,8016
Air India,2019-03-06,Delhi,Cochin,05:00:00,19:15:00,2295,2,No Info,10283
Air India,2019-06-03,Delhi,Cochin,10:00:00,19:15:00,555,1,No Info,10979
Air India,2019-06-24,Delhi,Cochin,03:50:00,19:15:00,925,1,No Info,8669
Multiple Carriers,2019-05-15,Delhi,Cochin,10:35:00,19:15:00,520,1,No Info,7575
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,19:00:00,360,1,In-flight meal not included,10262
Indigo,2019-06-12,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4804
Air India,2019-06-06,Delhi,Cochin,07:00:00,19:15:00,735,1,No Info,8669
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,18:15:00,1265,1,No Info,14571
Multiple Carriers,2019-03-27,Delhi,Cochin,06:00:00,15:30:00,570,1,No Info,7845
Vistara,2019-05-21,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,4878
Air India,2019-06-15,Delhi,Cochin,22:00:00,19:15:00,1275,2,No Info,10441
Spicejet,2019-04-01,Kolkata,Banglore,09:00:00,11:25:00,145,0,No Info,3873
Spicejet,2019-06-18,Banglore,Delhi,21:10:00,00:05:00,175,0,No Info,3971
Multiple Carriers,2019-06-15,Delhi,Cochin,13:00:00,01:30:00,750,1,No Info,7198
Multiple Carriers,2019-03-27,Delhi,Cochin,19:00:00,01:35:00,395,1,No Info,7845
Spicejet,2019-04-18,Banglore,Delhi,05:55:00,08:35:00,160,0,No check-in baggage included,4319
Vistara,2019-03-21,Chennai,Kolkata,07:05:00,09:20:00,135,0,No Info,3739
Indigo,2019-03-18,Kolkata,Banglore,10:10:00,12:55:00,165,0,No Info,4462
Jet Airways,2019-06-03,Delhi,Cochin,13:00:00,19:00:00,360,1,In-flight meal not included,10262
Goair,2019-05-12,Kolkata,Banglore,16:40:00,00:15:00,455,1,No Info,8855
Multiple Carriers,2019-06-27,Delhi,Cochin,18:00:00,01:30:00,450,1,No Info,7198
Multiple Carriers,2019-03-09,Delhi,Cochin,04:00:00,12:55:00,535,1,No Info,16259
Spicejet,2019-05-27,Delhi,Cochin,06:05:00,11:20:00,315,1,No Info,6749
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,14:25:00,1080,1,No Info,11467
Goair,2019-06-09,Kolkata,Banglore,16:40:00,00:15:00,455,1,No Info,9495
Vistara,2019-06-21,Banglore,Delhi,21:00:00,23:50:00,170,0,No Info,5613
Jet Airways,2019-06-24,Delhi,Cochin,19:15:00,04:25:00,550,1,In-flight meal not included,10262
Goair,2019-06-27,Banglore,Delhi,11:40:00,14:30:00,170,0,No Info,3898
